Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (INR),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1965,40,Male,Pants,Clothing,2805,Ranchi,S,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly
1966,67,Male,Sweater,Clothing,4950,Vijaywada,M,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly
1967,67,Male,Jacket,Outerwear,5225,Vijaywada,XL,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly
1968,37,Male,Dress,Clothing,4455,Bareily,L,Yellow,Fall,3.7,No,Standard,No,No,4,GooglePay,Annually
1969,67,Male,Shirt,Clothing,3850,Prayagraj,S,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly
1970,64,Male,Dress,Clothing,1760,Lucknow,S,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1971,28,Male,Belt,Accessories,5170,Kolhapur,M,Indigo,Spring,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
1972,54,Male,Hat,Accessories,1595,Kota,XL,Indigo,Spring,3.4,No,Next Day Air,No,No,1,GooglePay,Monthly
1973,54,Male,Backpack,Accessories,1705,Lucknow,M,Silver,Summer,3.3,No,Express,No,No,48,PhonPe,Every 3 Months
1974,24,Male,Skirt,Clothing,1100,Kolhapur,XL,Red,Fall,4.5,No,Standard,No,No,9,GooglePay,Every 3 Months
1975,27,Male,Gloves,Accessories,2420,Kochi,M,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PhonPe,Fortnightly
1976,53,Male,Jacket,Outerwear,4235,Visakhapatnam,L,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly
1977,32,Male,Handbag,Accessories,2805,Nagpur,M,Pink,Spring,3.2,No,Next Day Air,No,No,43,PhonPe,Fortnightly
1978,24,Male,Sandals,Footwear,2695,Ghaziabad,M,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
1979,45,Male,Sunglasses,Accessories,4290,Kolkata,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
1980,49,Male,Jeans,Clothing,5390,Kochi,L,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
1981,51,Male,Sandals,Footwear,5170,Sultanpur,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PhonPe,Fortnightly
1982,69,Male,Shoes,Footwear,5005,Michigan,L,Violet,Summer,4.7,No,Express,No,No,42,PhonPe,Quarterly
1983,41,Male,Sunglasses,Accessories,4235,Varanasi,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PhonPe,Monthly
1984,59,Male,Scarf,Accessories,5335,Bareily,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
1985,26,Male,Skirt,Clothing,3190,Ranchi,M,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PhonPe,Fortnightly
1986,23,Male,Gloves,Accessories,5335,Kochi,M,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Fortnightly
1987,62,Male,Coat,Outerwear,2640,Gurgaon,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,GooglePay,Quarterly
1988,69,Male,Belt,Accessories,1265,Pune,XL,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
1989,46,Male,Pants,Clothing,4345,Shimla,M,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
1990,35,Male,Jewelry,Accessories,2310,Kolhapur,S,Charcoal,Spring,4,No,Express,No,No,39,PhonPe,Bi-Weekly
1991,32,Male,Backpack,Accessories,5225,Gwalior,L,White,Spring,3.4,No,2-Day Shipping,No,No,15,PhonPe,Annually
1992,46,Male,Sneakers,Footwear,1595,Mussoorie,M,Brown,Summer,3.7,No,Next Day Air,No,No,1,GooglePay,Every 3 Months
1993,33,Male,Hoodie,Clothing,5390,Mangaluru,L,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,GooglePay,Monthly
1994,32,Male,Blouse,Clothing,5280,Gurgaon,S,Purple,Spring,5,No,Express,No,No,17,Cash,Weekly
1995,33,Male,Sunglasses,Accessories,3630,Srinagar,M,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly
1996,67,Male,Boots,Footwear,4400,Mussoorie,S,Teal,Spring,3,No,Standard,No,No,29,Debit Card,Quarterly
1997,67,Male,Sneakers,Footwear,1485,Ayodhya,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
1998,42,Male,Backpack,Accessories,1375,Gwalior,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
1999,20,Male,Pants,Clothing,2475,Pune,M,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
2000,39,Male,Socks,Clothing,4895,Kochi,L,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
2001,26,Male,Belt,Accessories,1485,Vadodara,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2002,51,Male,Sunglasses,Accessories,4950,Nagpur,S,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,31,Male,Shirt,Clothing,3575,Chandrapur,M,Red,Summer,2.7,No,Express,No,No,19,PhonPe,Every 3 Months
2004,68,Male,Sneakers,Footwear,3960,Mumbai,S,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
2005,44,Male,Shoes,Footwear,3850,Bareily,L,Blue,Fall,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2006,18,Male,Sandals,Footwear,4510,Kochi,M,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PhonPe,Fortnightly
2007,58,Male,Scarf,Accessories,5335,Nanded,S,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually
2008,26,Male,Shirt,Clothing,1375,Shimla,M,Silver,Summer,3.2,No,2-Day Shipping,No,No,8,PhonPe,Quarterly
2009,57,Male,Skirt,Clothing,2640,Ghaziabad,M,Gray,Spring,2.5,No,Free Shipping,No,No,27,PhonPe,Every 3 Months
2010,37,Male,Boots,Footwear,5445,Nellore,M,Indigo,Summer,3.8,No,Next Day Air,No,No,26,GooglePay,Bi-Weekly
2011,24,Male,Sweater,Clothing,1155,Amritsar,M,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
2012,57,Male,Sandals,Footwear,5170,Ranchi,M,Beige,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly
2013,48,Male,Jeans,Clothing,2915,Srinagar,L,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly
2014,39,Male,Backpack,Accessories,3850,Shimla,M,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
2015,51,Male,Skirt,Clothing,1430,Gaya,L,Black,Summer,3.9,No,Standard,No,No,47,PhonPe,Bi-Weekly
2016,57,Male,Belt,Accessories,4510,Shimla,S,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly
2017,53,Male,Shoes,Footwear,2585,Mumbai,S,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly
2018,70,Male,Socks,Clothing,1760,Kolkata,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
2019,60,Male,Backpack,Accessories,5335,Gurgaon,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
2020,31,Male,Shirt,Clothing,3740,Ujjain,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly
2021,41,Male,Sweater,Clothing,1265,Kota,M,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
2022,62,Male,Handbag,Accessories,1815,Mumbai,M,Green,Winter,4.4,No,Standard,No,No,48,GooglePay,Quarterly
2023,59,Male,Jewelry,Accessories,2090,Nellore,S,Black,Winter,4,No,Store Pickup,No,No,16,Cash,Bi-Weekly
2024,46,Male,Socks,Clothing,3740,Ujjain,S,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
2025,62,Male,Socks,Clothing,1265,Gurgaon,L,Silver,Fall,3.7,No,Express,No,No,39,PhonPe,Weekly
2026,42,Male,Shirt,Clothing,1595,Chennai,M,Turquoise,Summer,3,No,Express,No,No,43,Debit Card,Fortnightly
2027,37,Male,Scarf,Accessories,1925,Mumbai,M,Orange,Winter,3.6,No,Express,No,No,45,Bank Transfer,Every 3 Months
2028,50,Male,Shoes,Footwear,4015,Nainital,S,Gold,Fall,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
2029,29,Male,Shoes,Footwear,4620,Mysuru,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,GooglePay,Bi-Weekly
2030,25,Male,Scarf,Accessories,1265,Ahmedabad,M,Pink,Spring,4.6,No,Next Day Air,No,No,40,PhonPe,Quarterly
2031,66,Male,Sunglasses,Accessories,3685,Nanded,S,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
2032,21,Male,Socks,Clothing,2805,Udaipur,L,Charcoal,Spring,4,No,Standard,No,No,2,Credit Card,Monthly
2033,46,Male,Blouse,Clothing,1980,Nashik,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
2034,57,Male,Jeans,Clothing,3025,Visakhapatnam,L,Olive,Summer,3.6,No,Express,No,No,33,GooglePay,Annually
2035,61,Male,Shorts,Clothing,1650,Nellore,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PhonPe,Monthly
2036,53,Male,T-shirt,Clothing,3850,Surat,S,Yellow,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly
2037,37,Male,Blouse,Clothing,3465,Prayagraj,S,Lavender,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly
2038,39,Male,Belt,Accessories,4785,Visakhapatnam,S,Green,Summer,4.3,No,Express,No,No,7,GooglePay,Bi-Weekly
2039,53,Male,Blouse,Clothing,3850,Gurgaon,L,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly
2040,35,Male,T-shirt,Clothing,2805,Prayagraj,M,Olive,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
2041,69,Male,Jewelry,Accessories,1375,Nashik,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42,GooglePay,Quarterly
2042,66,Male,Jacket,Outerwear,1760,Chandrapur,S,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PhonPe,Bi-Weekly
2043,19,Male,Shoes,Footwear,2860,Nellore,M,Red,Spring,4,No,2-Day Shipping,No,No,35,GooglePay,Monthly
2044,47,Male,Gloves,Accessories,1815,Chandrapur,M,Charcoal,Summer,2.7,No,Standard,No,No,49,PhonPe,Weekly
2045,49,Male,Jeans,Clothing,3740,Mussoorie,L,Orange,Spring,3,No,Free Shipping,No,No,17,PhonPe,Fortnightly
2046,31,Male,Jewelry,Accessories,1100,Bareily,M,Red,Fall,4.4,No,Express,No,No,26,PhonPe,Quarterly
2047,39,Male,Pants,Clothing,1760,Surat,M,Maroon,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months
2048,58,Male,Jewelry,Accessories,4510,Gwalior,M,Silver,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually
2049,45,Male,Sneakers,Footwear,3520,Michigan,XL,Pink,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly
2050,68,Male,Boots,Footwear,1320,Bangalore,L,Blue,Fall,2.7,No,Standard,No,No,15,GooglePay,Annually
2051,35,Male,Hat,Accessories,5280,Indore,M,Teal,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually
2052,65,Male,T-shirt,Clothing,5170,Kolkata,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
2053,45,Male,Backpack,Accessories,2640,Hyderabad,M,Gray,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually
2054,19,Male,Sunglasses,Accessories,3300,Nagpur,S,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2055,65,Male,Sweater,Clothing,3080,Mangaluru,XL,Gold,Spring,2.9,No,Express,No,No,14,PhonPe,Annually
2056,28,Male,Handbag,Accessories,1815,Amritsar,M,Silver,Fall,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly
2057,55,Male,Backpack,Accessories,2530,Prayagraj,L,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PhonPe,Monthly
2058,66,Male,Socks,Clothing,2035,Ayodhya,L,Yellow,Spring,4.2,No,Standard,No,No,5,PhonPe,Every 3 Months
2059,29,Male,Shirt,Clothing,5390,Patna,M,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
2060,56,Male,Shorts,Clothing,2750,Vadodara,XL,Beige,Spring,3.7,No,Express,No,No,50,PhonPe,Weekly
2061,21,Male,Belt,Accessories,3465,Gaya,M,Blue,Fall,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly
2062,32,Male,Sweater,Clothing,3850,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
2063,54,Male,Coat,Outerwear,3465,Nashik,L,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly
2064,61,Male,Shorts,Clothing,4730,Vijaywada,M,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly
2065,31,Male,Shoes,Footwear,5445,Gurgaon,M,Green,Summer,4,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
2066,27,Male,Sneakers,Footwear,2200,Chandigarh,M,Blue,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2067,64,Male,Sneakers,Footwear,5060,Visakhapatnam,M,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly
2068,60,Male,Pants,Clothing,1155,Kolhapur,XL,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly
2069,70,Male,Jewelry,Accessories,4455,Pune,XL,Black,Summer,3.9,No,Store Pickup,No,No,44,GooglePay,Monthly
2070,36,Male,T-shirt,Clothing,4510,Amritsar,M,Indigo,Fall,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
2071,56,Male,Jewelry,Accessories,4840,Nainital,XL,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly
2072,69,Male,Jacket,Outerwear,5500,Nashik,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PhonPe,Quarterly
2073,39,Male,Backpack,Accessories,3630,Kolkata,M,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
2074,38,Male,Belt,Accessories,1375,Amritsar,S,Green,Winter,3.5,No,Next Day Air,No,No,2,PhonPe,Every 3 Months
2075,36,Male,Scarf,Accessories,2915,Ghaziabad,M,White,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly
2076,46,Male,Sweater,Clothing,1540,Nashik,S,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly
2077,59,Male,Gloves,Accessories,1265,Ghaziabad,S,Indigo,Fall,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2078,64,Male,Scarf,Accessories,1870,Nainital,L,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
2079,49,Male,Dress,Clothing,2310,Raipur,M,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
2080,32,Male,Jeans,Clothing,1320,Ahmedabad,L,Violet,Summer,3.1,No,Next Day Air,No,No,16,PhonPe,Quarterly
2081,29,Male,Sunglasses,Accessories,2585,Ayodhya,S,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2082,24,Male,Coat,Outerwear,4290,Nellore,S,Cyan,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
2083,41,Male,Jeans,Clothing,4895,Gurgaon,M,Yellow,Summer,2.9,No,Free Shipping,No,No,28,GooglePay,Every 3 Months
2084,41,Male,Scarf,Accessories,3245,Indore,L,Orange,Fall,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly
2085,32,Male,Blouse,Clothing,5170,Pune,S,Brown,Summer,4,No,Standard,No,No,43,Bank Transfer,Quarterly
2086,69,Male,Jeans,Clothing,2695,Chandrapur,M,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
2087,65,Male,Dress,Clothing,4895,Bhubaneswar,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
2088,54,Male,Hat,Accessories,5005,Gaya,M,Blue,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly
2089,39,Male,Sandals,Footwear,4895,Vadodara,L,Orange,Spring,4,No,Standard,No,No,49,Debit Card,Annually
2090,37,Male,Jacket,Outerwear,3135,Kolhapur,L,Gold,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,51,Male,Socks,Clothing,3905,Kolkata,S,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
2092,26,Male,Jeans,Clothing,5335,Patna,XL,Beige,Fall,3,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,42,Male,Sandals,Footwear,2475,Prayagraj,M,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,21,Male,Dress,Clothing,5005,Patna,M,Maroon,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
2095,53,Male,Socks,Clothing,1375,Nashik,M,Indigo,Spring,3.4,No,Standard,No,No,19,GooglePay,Annually
2096,36,Male,Hoodie,Clothing,3465,Nanded,M,Gray,Fall,4,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,21,Male,Dress,Clothing,2860,Udaipur,L,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
2098,33,Male,Sneakers,Footwear,2365,Sultanpur,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
2099,49,Male,T-shirt,Clothing,1540,Lucknow,M,White,Summer,3.3,No,2-Day Shipping,No,No,20,GooglePay,Quarterly
2100,31,Male,T-shirt,Clothing,4290,Surat,L,Green,Summer,2.9,No,Express,No,No,50,PhonPe,Annually
2101,68,Male,Sweater,Clothing,1705,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
2102,49,Male,Shirt,Clothing,1265,Chandigarh,M,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,23,Male,Hat,Accessories,1375,Ujjain,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
2104,30,Male,Pants,Clothing,4730,Vijaywada,S,Red,Summer,3.7,No,Store Pickup,No,No,21,GooglePay,Weekly
2105,53,Male,Shoes,Footwear,4840,Nanded,M,Gold,Spring,2.8,No,Free Shipping,No,No,47,GooglePay,Weekly
2106,65,Male,Gloves,Accessories,1925,Nashik,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,GooglePay,Bi-Weekly
2107,60,Male,Jewelry,Accessories,1870,Pune,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
2108,46,Male,Pants,Clothing,4125,Chennai,M,Black,Winter,3.3,No,Standard,No,No,35,PhonPe,Quarterly
2109,54,Male,Hoodie,Clothing,2530,Bhubaneswar,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
2110,59,Male,Jewelry,Accessories,1705,Vadodara,L,Peach,Fall,2.7,No,Free Shipping,No,No,28,GooglePay,Every 3 Months
2111,52,Male,Socks,Clothing,5115,Ahmedabad,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,41,Male,Sunglasses,Accessories,4675,Mussoorie,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2113,43,Male,Belt,Accessories,3740,Kochi,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,63,Male,Dress,Clothing,2200,Shimla,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PhonPe,Every 3 Months
2115,37,Male,Shirt,Clothing,2805,Pune,M,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
2116,44,Male,Scarf,Accessories,4675,Bangalore,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,Jacket,Outerwear,1265,Varanasi,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2118,27,Male,Dress,Clothing,1540,Dhanbad,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2119,60,Male,Socks,Clothing,2420,Bareily,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,58,Male,Jewelry,Accessories,3135,Nainital,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36,GooglePay,Bi-Weekly
2121,53,Male,Scarf,Accessories,5390,Mussoorie,S,Red,Fall,3.1,No,Next Day Air,No,No,38,PhonPe,Quarterly
2122,43,Male,Backpack,Accessories,3740,Rameswaram,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,32,Male,Jacket,Outerwear,1980,Shimla,L,Teal,Fall,4,No,Express,No,No,42,Debit Card,Weekly
2124,54,Male,Coat,Outerwear,3905,Nainital,L,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2125,47,Male,Skirt,Clothing,3300,Bangalore,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,GooglePay,Quarterly
2126,57,Male,Coat,Outerwear,4785,Hyderabad,M,Beige,Fall,4.8,No,Store Pickup,No,No,31,PhonPe,Quarterly
2127,63,Male,Shoes,Footwear,2090,Nellore,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
2128,70,Male,Boots,Footwear,2475,Udaipur,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,62,Male,Coat,Outerwear,2585,Nanded,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PhonPe,Weekly
2130,40,Male,Skirt,Clothing,3135,Prayagraj,L,Orange,Fall,2.8,No,Store Pickup,No,No,12,PhonPe,Every 3 Months
2131,25,Male,Backpack,Accessories,3740,Coimbatore,L,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2132,19,Male,Shorts,Clothing,2860,Ahmedabad,M,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2133,25,Male,Skirt,Clothing,4785,Pune,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,21,Male,Hat,Accessories,1870,Mumbai,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2135,55,Male,Sandals,Footwear,2255,Shimla,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2136,34,Male,Sunglasses,Accessories,5170,Vadodara,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,47,Male,Sunglasses,Accessories,5115,Chandrapur,M,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2138,27,Male,Socks,Clothing,2805,Vijaywada,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,67,Male,Sweater,Clothing,2310,Indore,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,GooglePay,Quarterly
2140,40,Male,Boots,Footwear,5225,Chandrapur,M,Red,Winter,3,No,Free Shipping,No,No,33,Cash,Weekly
2141,53,Male,Handbag,Accessories,4950,Nanded,M,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
2142,24,Male,Dress,Clothing,5390,Delhi,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PhonPe,Annually
2143,47,Male,Hat,Accessories,2145,Bhubaneswar,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,GooglePay,Quarterly
2144,53,Male,Sandals,Footwear,3630,Gurgaon,L,Red,Fall,3.8,No,Next Day Air,No,No,48,GooglePay,Bi-Weekly
2145,47,Male,Shoes,Footwear,1265,Kolhapur,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PhonPe,Quarterly
2146,38,Male,Skirt,Clothing,4015,Gwalior,S,White,Winter,4.8,No,Standard,No,No,32,PhonPe,Annually
2147,48,Male,Sunglasses,Accessories,1265,Jalandhar,XL,White,Summer,4.6,No,Standard,No,No,45,PhonPe,Every 3 Months
2148,47,Male,Skirt,Clothing,2365,Mussoorie,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
2149,19,Male,T-shirt,Clothing,2475,Nainital,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PhonPe,Bi-Weekly
2150,38,Male,Sandals,Footwear,1155,Raipur,L,Orange,Winter,4,No,Standard,No,No,1,Bank Transfer,Weekly
2151,57,Male,Shirt,Clothing,2200,Visakhapatnam,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2152,70,Male,Jeans,Clothing,3190,Pune,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,GooglePay,Monthly
2153,38,Male,Shorts,Clothing,2640,Mangaluru,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,35,Male,Shirt,Clothing,5170,Delhi,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PhonPe,Annually
2155,46,Male,Scarf,Accessories,4070,Nagpur,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2156,32,Male,Handbag,Accessories,2805,Raipur,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PhonPe,Monthly
2157,38,Male,Skirt,Clothing,4565,Mussoorie,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,41,Male,Handbag,Accessories,3740,Indore,L,Turquoise,Winter,4,No,Next Day Air,No,No,41,GooglePay,Fortnightly
2159,19,Male,Gloves,Accessories,4620,Kolkata,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2160,18,Male,Shirt,Clothing,3190,Lucknow,M,Peach,Fall,3,No,Free Shipping,No,No,34,Cash,Annually
2161,45,Male,Blouse,Clothing,5060,Ranchi,L,Charcoal,Winter,3.3,No,Express,No,No,21,PhonPe,Annually
2162,23,Male,Dress,Clothing,3795,Patna,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2163,60,Male,Shorts,Clothing,2640,Chandigarh,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PhonPe,Weekly
2164,52,Male,Shoes,Footwear,3300,Chandrapur,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2165,42,Male,Sandals,Footwear,1100,Sultanpur,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PhonPe,Bi-Weekly
2166,29,Male,Pants,Clothing,3025,Ujjain,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2167,31,Male,Jacket,Outerwear,4840,Mangaluru,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2168,30,Male,Skirt,Clothing,2640,Mysuru,L,Green,Winter,4.9,No,Standard,No,No,33,GooglePay,Fortnightly
2169,23,Male,Handbag,Accessories,4070,Gwalior,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
